,Unnamed: 0,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value,ligand_efficiency.bei,ligand_efficiency.le,ligand_efficiency.lle,ligand_efficiency.sei,ligand_efficiency
1547,108,,37972,[],CHEMBL815607,In vitro antifungal activity against Trichophyton rubrum,F,,,BAO_0000181,BAO_0000218,organism-based format,Cc1nn(C(C)C)c(=O)n1-c1ccc(N2CCN(c3ccc(OC[C@@H]4COC(Cn5ccnc5)(c5ccc(Cl)cc5Cl)O4)cc3)CC2)cc1,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1122688,J. Med. Chem.,1984,CHEMBL352780,,CHEMBL352780,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,338508,>,1,False,>,,Inhibition,ug ml-1,,100.0,CHEMBL612649,Trichophyton rubrum,Trichophyton rubrum,5551.0,,,Inhibition,ug ml-1,UO_0000274,,100.0,,,,,
1353,475,,34339,[],CHEMBL659518,In vitro antifungal activity against Candida tropicalis,F,,,BAO_0000181,BAO_0000218,organism-based format,O=c1n(-c2ccc(N3CCN(c4ccc(OC[C@@H]5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)cnn1CC1CC1,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1122688,J. Med. Chem.,1984,CHEMBL367642,,CHEMBL367642,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,338526,>,1,False,>,,Inhibition,ug ml-1,,100.0,CHEMBL612870,Candida tropicalis,Candida tropicalis,5482.0,,,Inhibition,ug ml-1,UO_0000274,,100.0,,,,,
1479,33,,36897,[],CHEMBL696876,Antiproliferative effect against HeLa cell lines at a concentration of 1 uM,F,,,BAO_0000179,BAO_0000219,cell-based format,CCN(CC)CCNc1ccc(NCCN(CC)CC)c2c1C(=O)c1ccccc1C2=O,,,CHEMBL1122896,J. Med. Chem.,1985,CHEMBL416895,,CHEMBL416895,,False,http://qudt.org/vocab/unit#Percent,334753,=,1,False,=,,No. of untreated cells,%,,98.0,CHEMBL399,Homo sapiens,HeLa,9606.0,,,No. of untreated cells,%,UO_0000187,,98.0,,,,,
2048,438,,39302,[],CHEMBL706332,Tested in vitro against murine L1210 leukemia.,F,,,BAO_0000190,BAO_0000219,cell-based format,Cl.NCCNCCNc1ccc2c3c(nn2CCNCCO)-c2c(O)ccc(O)c2C(=O)c13,,,CHEMBL1123657,J. Med. Chem.,1987,CHEMBL555084,,CHEMBL1195648,6.48,False,http://www.openphacts.org/units/Nanomolar,35182,=,1,True,=,,IC50,nM,,330.0,CHEMBL386,Mus musculus,L1210,10090.0,,,IC50,M,UO_0000065,,3.3e-07,,,,,
131,275,,33139,[],CHEMBL815607,In vitro antifungal activity against Trichophyton rubrum,F,,,BAO_0000181,BAO_0000218,organism-based format,Cc1nnc(O)n1-c1ccc(N2CCN(c3ccc(OC[C@@H]4COC(Cn5ccnc5)(c5ccc(Cl)cc5Cl)O4)cc3)CC2)cc1,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1122688,J. Med. Chem.,1984,CHEMBL353397,,CHEMBL353397,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,338523,=,1,False,=,,Inhibition,ug ml-1,,10.0,CHEMBL612649,Trichophyton rubrum,Trichophyton rubrum,5551.0,,,Inhibition,ug ml-1,UO_0000274,,10.0,,,,,
1216,275,,38139,[],CHEMBL762168,"Activity against P388 leukemia cells in mice, by intraperitoneal dosing and net log tumor cell kill was reported",F,,,BAO_0000181,BAO_0000219,cell-based format,Cl.O=C1c2c(NCCNCCO)cccc2-c2nn(CCNCCO)c3cccc1c23,,,CHEMBL1123657,J. Med. Chem.,1987,CHEMBL545155,,CHEMBL1193703,,False,,35158,=,1,False,=,,Activity,,,-0.3,CHEMBL389,Mus musculus,P388,10090.0,,,Activity,,,,-0.3,,,,,
1880,40,,36904,[],CHEMBL742191,In vivo antileukemic activity against P-388 cells in mice and the treated /control value was determined at schedule Q01Dx01 at a dose of 128 mg/kg,F,,,BAO_0000179,BAO_0000218,organism-based format,CCN(CC)CCNc1ccc(NCCN(CC)CC)c2c1C(=O)c1ccccc1C2=O,,,CHEMBL1122896,J. Med. Chem.,1985,CHEMBL416895,,CHEMBL416895,,False,,334753,=,1,False,=,,T/C,,,111.0,CHEMBL375,Mus musculus,Mus musculus,10090.0,,,T/C,,,,111.0,,,,,
2206,80,,33944,[],CHEMBL759516,The compound was evaluated for antagonist activity against P2X purinoceptor 1 (P2X1) like receptor from rat vas deferens,F,,,BAO_0000190,BAO_0000019,assay format,Nc1c(S(=O)(=O)[O-])cc(Nc2ccc(Nc3nc(Cl)nc(Cl)n3)cc2S(=O)(=O)[O-])c2c1C(=O)c1ccccc1C2=O.[Na+].[Na+],,,CHEMBL1135773,J. Med. Chem.,2002,CHEMBL133572,,CHEMBL1205686,5.8,False,http://www.openphacts.org/units/Nanomolar,252112,=,1,True,=,,IC50,nM,,1600.0,CHEMBL2530,Rattus norvegicus,P2X purinoceptor 1,10116.0,,,IC50,uM,UO_0000065,,1.6,,,,,
1908,649,,37513,[],CHEMBL752940,Selective inhibition of serum stimulated growth of NIH3T3 isogenic cells,F,,,BAO_0000190,BAO_0000219,cell-based format,C/N=N/Nc1ccc2ncnc(N(C)c3ccccc3)c2c1,,,CHEMBL1145114,J. Med. Chem.,2003,CHEMBL135592,,CHEMBL135592,4.52,False,http://www.openphacts.org/units/Nanomolar,262235,=,1,True,=,,IC50,nM,,30460.0,CHEMBL614822,Mus musculus,NIH3T3,10090.0,,,IC50,uM,UO_0000065,,30.46,,,,,
2285,627,,35491,[],CHEMBL665591,Inhibitory concentration against Dihydrofolate reductase from Toxoplasma gondii (tg),B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(N(C)Cc2cnc3nc(N)nc(N)c3c2C)cc(OC)c1OC,,,CHEMBL1129937,J. Med. Chem.,1997,CHEMBL50514,,CHEMBL50514,9.07,True,http://www.openphacts.org/units/Nanomolar,279123,=,1,True,=,,IC50,nM,,0.85,CHEMBL2425,Toxoplasma gondii,Dihydrofolate reductase,5811.0,,,IC50,uM,UO_0000065,,0.00085,23.59,0.44,6.91,7.46,
1231,682,,38546,[],CHEMBL878604,Cytotoxic activity against K-562 Leukemia cell line,F,,,BAO_0000189,BAO_0000219,cell-based format,COc1ccc(NCc2cnc3nc(N)nc(N)c3c2C)c(OC)c1,,,CHEMBL1128680,J. Med. Chem.,1995,CHEMBL279983,,CHEMBL279983,,False,http://www.openphacts.org/units/Nanomolar,84812,=,1,True,=,,GI50,nM,,3050.0,CHEMBL385,Homo sapiens,K562,9606.0,,,GI50,M,UO_0000065,,3.05e-06,,,,,
382,681,,35545,[],CHEMBL664097,In vitro antifungal activity against Cryptococcus neoformans,F,,,BAO_0000181,BAO_0000218,organism-based format,CCCCn1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5COC(Cn6ccnc6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1122688,J. Med. Chem.,1984,CHEMBL433536,,CHEMBL433536,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,338507,>,1,False,>,,Inhibition,ug ml-1,,100.0,CHEMBL365,Cryptococcus neoformans,Filobasidiella neoformans,5207.0,,,Inhibition,ug ml-1,UO_0000274,,100.0,,,,,
2637,624,,41488,[],CHEMBL665236,DNA binding affinity as log K value,B,,,BAO_0000179,BAO_0000225,nucleic acid format,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2c(C)cccc12,,,CHEMBL1122588,J. Med. Chem.,1984,CHEMBL276158,,CHEMBL276158,,False,,231158,=,1,False,=,,Log K,,,5.96,CHEMBL345,,Nucleic Acid,,,,Log K,,,,5.96,,,,,
2055,238,,40102,[],CHEMBL695204,Cytotoxic concentration required to inhibit 50% cell growth in HT-29 colon adenocarcinoma cell lines,F,,,BAO_0003036,BAO_0000219,cell-based format,COc1ccc(CNc2cc(OC)c(OC)c(OC)c2)cc1,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1125188,J. Med. Chem.,1991,CHEMBL87353,,CHEMBL87353,,False,http://www.openphacts.org/units/Micromolar,157328,=,1,False,=,,ED50,uM,,2.24,CHEMBL384,Homo sapiens,HT-29,9606.0,,,ED50,uM,UO_0000064,,2.24,,,,,
3154,627,,40491,[],CHEMBL709593,In vivo anti-leishmanial activity was determined against hamster amastigotes of Leishmania donovani,F,,,BAO_0000201,BAO_0000218,organism-based format,Cc1ccc(-c2nc3n(c(=O)c2C#N)CCCS3)cc1,,,CHEMBL1128016,Bioorg. Med. Chem. Lett.,1994,CHEMBL91676,,CHEMBL91676,,False,http://qudt.org/vocab/unit#Percent,162801,=,1,True,=,,Inhibition,%,,62.0,CHEMBL367,Leishmania donovani,Leishmania donovani,5661.0,,,Inhibition,%,UO_0000187,,62.0,,,,,
1485,39,,36903,[],CHEMBL742193,In vivo antileukemic activity against P-388 cells in mice and the treated /control value was determined at schedule Q01Dx01 at a dose of 1 mg/kg,F,,,BAO_0000179,BAO_0000218,organism-based format,CCN(CC)CCNc1ccc(NCCN(CC)CC)c2c1C(=O)c1ccccc1C2=O,,,CHEMBL1122896,J. Med. Chem.,1985,CHEMBL416895,,CHEMBL416895,,False,,334753,=,1,False,=,,T/C,,,117.0,CHEMBL375,Mus musculus,Mus musculus,10090.0,,,T/C,,,,117.0,,,,,
1547,108,,37972,[],CHEMBL815607,In vitro antifungal activity against Trichophyton rubrum,F,,,BAO_0000181,BAO_0000218,organism-based format,Cc1nn(C(C)C)c(=O)n1-c1ccc(N2CCN(c3ccc(OC[C@@H]4COC(Cn5ccnc5)(c5ccc(Cl)cc5Cl)O4)cc3)CC2)cc1,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1122688,J. Med. Chem.,1984,CHEMBL352780,,CHEMBL352780,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,338508,>,1,False,>,,Inhibition,ug ml-1,,100.0,CHEMBL612649,Trichophyton rubrum,Trichophyton rubrum,5551.0,,,Inhibition,ug ml-1,UO_0000274,,100.0,,,,,
231,238,,32102,[],CHEMBL761371,Inhibitory activity of compound on p24 production in peripheral blood mononuclear cells infected with HIV strain HTLV IIIB wild type.,F,,,BAO_0000190,BAO_0000019,assay format,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,,,CHEMBL1131738,Bioorg. Med. Chem. Lett.,1999,CHEMBL129,ZIDOVUDINE,CHEMBL129,8.4,False,http://www.openphacts.org/units/Nanomolar,66201,=,1,True,=,,IC50,nM,,4.0,CHEMBL612558,,ADMET,,,,IC50,uM,UO_0000065,,0.004,,,,,
1336,80,,33944,[],CHEMBL759516,The compound was evaluated for antagonist activity against P2X purinoceptor 1 (P2X1) like receptor from rat vas deferens,F,,,BAO_0000190,BAO_0000019,assay format,Nc1c(S(=O)(=O)[O-])cc(Nc2ccc(Nc3nc(Cl)nc(Cl)n3)cc2S(=O)(=O)[O-])c2c1C(=O)c1ccccc1C2=O.[Na+].[Na+],,,CHEMBL1135773,J. Med. Chem.,2002,CHEMBL133572,,CHEMBL1205686,5.8,False,http://www.openphacts.org/units/Nanomolar,252112,=,1,True,=,,IC50,nM,,1600.0,CHEMBL2530,Rattus norvegicus,P2X purinoceptor 1,10116.0,,,IC50,uM,UO_0000065,,1.6,,,,,
943,613,Not Determined,33477,[],CHEMBL765212,In vitro inhibitory activity against recombinant human PPI using fluorescein diphosphate (FDP) as a substrate; Not tested,B,,,BAO_0000190,BAO_0000019,assay format,COC(=O)c1ccc(C2=CC(=O)C(=O)c3ccccc32)cc1,,,CHEMBL1135185,Bioorg. Med. Chem. Lett.,2002,CHEMBL301254,,CHEMBL301254,,False,,100668,,1,False,,,IC50,,,,CHEMBL612545,,Unchecked,,,,IC50,uM,,,,,,,,
2657,644,,41508,[],CHEMBL815607,In vitro antifungal activity against Trichophyton rubrum,F,,,BAO_0000181,BAO_0000218,organism-based format,Cc1nnc(O)n1-c1ccc(N2CCN(c3ccc(OC[C@@H]4COC(Cn5cncn5)(c5ccc(Cl)cc5Cl)O4)cc3)CC2)cc1,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1122688,J. Med. Chem.,1984,CHEMBL171178,,CHEMBL171178,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,338501,=,1,False,=,,Inhibition,ug ml-1,,100.0,CHEMBL612649,Trichophyton rubrum,Trichophyton rubrum,5551.0,,,Inhibition,ug ml-1,UO_0000274,,100.0,,,,,
1377,848,,34712,[],CHEMBL770122,Inhibition of human Protein-tyrosine phosphatase 1B (PTP1B) using fluorescein diphosphate (FDP),B,,,BAO_0000190,BAO_0000357,single protein format,CCN(CC)C(=O)CCC1=C(c2ccccc2)c2ccccc2C(=O)C1=O,,,CHEMBL1135185,Bioorg. Med. Chem. Lett.,2002,CHEMBL57157,,CHEMBL57157,6.21,False,http://www.openphacts.org/units/Nanomolar,100676,=,1,True,=,,IC50,nM,,610.0,CHEMBL335,Homo sapiens,Protein-tyrosine phosphatase 1B,9606.0,,,IC50,uM,UO_0000065,,0.61,17.19,0.31,2.31,11.41,
2651,638,,41502,[],CHEMBL798172,In vitro antifungal activity against Saprolegnia sp,F,,,BAO_0000181,BAO_0000218,organism-based format,CC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5COC(Cn6ccnc6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1122688,J. Med. Chem.,1984,CHEMBL171740,,CHEMBL171740,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,338509,>,1,False,>,,Inhibition,ug ml-1,,100.0,CHEMBL612837,Saprolegnia,Saprolegnia,4769.0,,,Inhibition,ug ml-1,UO_0000274,,100.0,,,,,
444,279,,33143,[],CHEMBL657509,In vitro antifungal activity against Candida albicans,F,,,BAO_0000181,BAO_0000218,organism-based format,Cc1nnc(O)n1-c1ccc(N2CCN(c3ccc(OC[C@@H]4COC(Cn5ccnc5)(c5ccc(Cl)cc5Cl)O4)cc3)CC2)cc1,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1122688,J. Med. Chem.,1984,CHEMBL353397,,CHEMBL353397,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,338523,=,1,False,=,,Inhibition,ug ml-1,,100.0,CHEMBL366,Candida albicans,Candida albicans,5476.0,,,Inhibition,ug ml-1,UO_0000274,,100.0,,,,,
1357,479,,34343,[],CHEMBL806723,In vitro antifungal activity against Sporothrix schenck ii,F,,,BAO_0000181,BAO_0000218,organism-based format,O=c1n(-c2ccc(N3CCN(c4ccc(OC[C@@H]5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)cnn1CC1CC1,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1122688,J. Med. Chem.,1984,CHEMBL367642,,CHEMBL367642,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,338526,>,1,False,>,,Inhibition,ug ml-1,,100.0,CHEMBL612245,Sporothrix schenckii,Sporothrix schenckii,29908.0,,,Inhibition,ug ml-1,UO_0000274,,100.0,,,,,
2803,477,,34341,[],CHEMBL744617,In vitro antifungal activity against Mucor sp,F,,,BAO_0000181,BAO_0000019,assay format,O=c1n(-c2ccc(N3CCN(c4ccc(OC[C@@H]5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)cnn1CC1CC1,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1122688,J. Med. Chem.,1984,CHEMBL367642,,CHEMBL367642,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,338526,>,1,False,>,,Inhibition,ug ml-1,,100.0,CHEMBL3879801,,NON-PROTEIN TARGET,,,,Inhibition,ug ml-1,UO_0000274,,100.0,,,,,
883,200,,32064,[],CHEMBL759554,"Inhibition of P388 leukemia cells in mice, measured as percent treated to the control values with the number of 30 day survivors",F,,,BAO_0001103,BAO_0000219,cell-based format,Cl.NCCn1nc2c3c(c(NCCCNCCO)ccc31)C(=O)c1c(O)ccc(O)c1-2,,,CHEMBL1123657,J. Med. Chem.,1987,CHEMBL542565,,CHEMBL1191461,,False,http://qudt.org/vocab/unit#Percent,35198,=,1,False,=,,T/C,%,,194.0,CHEMBL389,Mus musculus,P388,10090.0,,,T/C,%,UO_0000187,,194.0,,,,,
1158,103,,37967,[],CHEMBL798172,In vitro antifungal activity against Saprolegnia sp,F,,,BAO_0000181,BAO_0000218,organism-based format,CCCn1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5COC(Cn6ccnc6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1122688,J. Med. Chem.,1984,CHEMBL434298,,CHEMBL434298,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,338536,>,1,False,>,,Inhibition,ug ml-1,,100.0,CHEMBL612837,Saprolegnia,Saprolegnia,4769.0,,,Inhibition,ug ml-1,UO_0000274,,100.0,,,,,
2665,652,,41516,[],CHEMBL798172,In vitro antifungal activity against Saprolegnia sp,F,,,BAO_0000181,BAO_0000218,organism-based format,Cc1nnc(O)n1-c1ccc(N2CCN(c3ccc(OC[C@@H]4COC(Cn5cncn5)(c5ccc(Cl)cc5Cl)O4)cc3)CC2)cc1,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1122688,J. Med. Chem.,1984,CHEMBL171178,,CHEMBL171178,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,338501,>,1,False,>,,Inhibition,ug ml-1,,100.0,CHEMBL612837,Saprolegnia,Saprolegnia,4769.0,,,Inhibition,ug ml-1,UO_0000274,,100.0,,,,,
3045,272,,38136,[],CHEMBL759554,"Inhibition of P388 leukemia cells in mice, measured as percent treated to the control values with the number of 30 day survivors",F,,,BAO_0001103,BAO_0000219,cell-based format,Br.CCN(CC)CCn1nc2c3c(c(NCCNC)ccc31)C(=O)c1c(O)ccc(O)c1-2,,,CHEMBL1123657,J. Med. Chem.,1987,CHEMBL543035,,CHEMBL1191878,,False,http://qudt.org/vocab/unit#Percent,35168,=,1,False,=,,T/C,%,,219.0,CHEMBL389,Mus musculus,P388,10090.0,,,T/C,%,UO_0000187,,219.0,,,,,
390,689,,35553,[],CHEMBL849693,"In vivo activity against vaginal candidoses in rats, measured as the ratio of animals cured/animals infected (C/I) at dose 1.25 mg/kg; C/I = 0/2",F,,,BAO_0000179,BAO_0000218,organism-based format,CCCCn1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5COC(Cn6ccnc6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,,,CHEMBL1122688,J. Med. Chem.,1984,CHEMBL433536,,CHEMBL433536,,False,,338507,=,1,False,=,,C/I ratio,,,0.0,CHEMBL3879801,,NON-PROTEIN TARGET,,,,C/I ratio,,,,0.0,,,,,
747,25,,34889,[],CHEMBL815133,Effect against HIV-1 chronically infected promonocytic cell line U1,F,,,BAO_0000179,BAO_0000219,cell-based format,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,,,CHEMBL1128496,J. Med. Chem.,1995,CHEMBL129,ZIDOVUDINE,CHEMBL129,,False,http://www.openphacts.org/units/PicogramPerMilliliter,190461,=,1,False,=,,p24,pg ml-1,,22.0,CHEMBL612558,,ADMET,,,,p24,pg ml-1,,,22.0,,,,,
1775,871,,34735,[],CHEMBL711897,In vitro inhibitory activity against recombinant human LAR using fluorescein diphosphate (FDP) as a substrate,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1C=C(c2c[nH]c3ccccc23)c2ccccc2C1=O,,,CHEMBL1135185,Bioorg. Med. Chem. Lett.,2002,CHEMBL60707,,CHEMBL60707,4.99,False,http://www.openphacts.org/units/Nanomolar,100640,=,1,True,=,,IC50,nM,,10200.0,CHEMBL3521,Homo sapiens,Receptor-type tyrosine-protein phosphatase F (LAR),9606.0,,,IC50,uM,UO_0000065,,10.2,18.26,0.32,1.62,10.0,
823,894,,36758,[],CHEMBL659902,In vitro cytotoxicity against human Col2 (colon cancer) cell line.,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccccc1/N=C1/C(=O)c2cncnc2C(O)=C1Cl,,,CHEMBL1147454,Bioorg. Med. Chem. Lett.,2004,CHEMBL325261,,CHEMBL325261,5.42,False,http://www.openphacts.org/units/Nanomolar,215707,=,1,True,=,,IC50,nM,,3770.0,CHEMBL614462,Homo sapiens,Col2,9606.0,,,IC50,uM,UO_0000065,,3.77,,,,,
2063,246,,40110,[],CHEMBL708210,Cytotoxic concentration required to inhibit 50% cell growth in MLM melanoma cell lines,F,,,BAO_0003036,BAO_0000219,cell-based format,COc1ccc(NCc2cc(OC)cc(OC)c2)cc1,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1125188,J. Med. Chem.,1991,CHEMBL87250,,CHEMBL87250,,False,http://www.openphacts.org/units/Micromolar,157327,>,1,False,>,,ED50,uM,,25.0,CHEMBL614684,,MLM,,,,ED50,uM,UO_0000064,,25.0,,,,,
441,276,,33140,[],CHEMBL760128,In vitro antifungal activity against Phialophora verrucosa,F,,,BAO_0000181,BAO_0000218,organism-based format,Cc1nnc(O)n1-c1ccc(N2CCN(c3ccc(OC[C@@H]4COC(Cn5ccnc5)(c5ccc(Cl)cc5Cl)O4)cc3)CC2)cc1,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1122688,J. Med. Chem.,1984,CHEMBL353397,,CHEMBL353397,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,338523,>,1,False,>,,Inhibition,ug ml-1,,100.0,CHEMBL612396,Phialophora verrucosa,Phialophora verrucosa,39412.0,,,Inhibition,ug ml-1,UO_0000274,,100.0,,,,,
2537,244,,40108,[],CHEMBL695204,Cytotoxic concentration required to inhibit 50% cell growth in HT-29 colon adenocarcinoma cell lines,F,,,BAO_0003036,BAO_0000219,cell-based format,COc1ccc(NCc2cc(OC)cc(OC)c2)cc1,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1125188,J. Med. Chem.,1991,CHEMBL87250,,CHEMBL87250,,False,http://www.openphacts.org/units/Micromolar,157327,=,1,False,=,,ED50,uM,,17.84,CHEMBL384,Homo sapiens,HT-29,9606.0,,,ED50,uM,UO_0000064,,17.84,,,,,
2563,468,,40332,[],CHEMBL842906,"In vivo activity against microsporosis guinea pig, measured as the ratio of animals cured/animals infected (C/I) at dose 1.25 mg/kg; C/I = 0/8",F,,,BAO_0000179,BAO_0000218,organism-based format,Cc1nn(CC(C)C)c(=O)n1-c1ccc(N2CCN(c3ccc(OC[C@@H]4COC(Cn5cncn5)(c5ccc(Cl)cc5Cl)O4)cc3)CC2)cc1,,,CHEMBL1122688,J. Med. Chem.,1984,CHEMBL355397,,CHEMBL355397,,False,,338531,=,1,False,=,,C/I ratio,,,0.0,CHEMBL3879801,,NON-PROTEIN TARGET,,,,C/I ratio,,,,0.0,,,,,
1632,699,,38563,[],CHEMBL702092,Cytotoxic activity against IGROV1 Ovarian cancer cell line,F,,,BAO_0000189,BAO_0000219,cell-based format,COc1ccc(NCc2cnc3nc(N)nc(N)c3c2C)c(OC)c1,,,CHEMBL1128680,J. Med. Chem.,1995,CHEMBL279983,,CHEMBL279983,,False,http://www.openphacts.org/units/Nanomolar,84812,=,1,True,=,,GI50,nM,,6270.0,CHEMBL613984,Homo sapiens,IGROV-1,9606.0,,,GI50,M,UO_0000065,,6.27e-06,,,,,
351,999,,34863,[],CHEMBL844603,Ratio of the inhibitory concentrations against rat liver DHFR and Toxoplasma gondii DHFR.,B,,,BAO_0000179,BAO_0000019,assay format,COc1ccc(N(C)Cc2cnc3nc(N)nc(N)c3c2C)c(OC)c1,,,CHEMBL1128680,J. Med. Chem.,1995,CHEMBL23705,,CHEMBL23705,,False,,84829,=,1,False,=,,Ratio,,,8.7,CHEMBL2097172,Toxoplasma gondii,Dihydrofolate reductase; T. gondii vs rat,5811.0,,,Ratio,,,,8.7,,,,,
2258,995,,34859,[],CHEMBL875140,Inhibitory activity against Dihydrofolate reductase from rat liver,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(N(C)Cc2cnc3nc(N)nc(N)c3c2C)c(OC)c1,,,CHEMBL1128680,J. Med. Chem.,1995,CHEMBL23705,,CHEMBL23705,6.48,True,http://www.openphacts.org/units/Nanomolar,84829,=,1,True,=,,IC50,nM,,330.0,CHEMBL2363,Rattus norvegicus,Dihydrofolate reductase,10116.0,,,IC50,nM,UO_0000065,,330.0,18.29,0.34,4.33,5.77,
231,238,,32102,[],CHEMBL761371,Inhibitory activity of compound on p24 production in peripheral blood mononuclear cells infected with HIV strain HTLV IIIB wild type.,F,,,BAO_0000190,BAO_0000019,assay format,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,,,CHEMBL1131738,Bioorg. Med. Chem. Lett.,1999,CHEMBL129,ZIDOVUDINE,CHEMBL129,8.4,False,http://www.openphacts.org/units/Nanomolar,66201,=,1,True,=,,IC50,nM,,4.0,CHEMBL612558,,ADMET,,,,IC50,uM,UO_0000065,,0.004,,,,,
2034,707,,38571,[],CHEMBL844602,Ratio of the inhibitory concentrations against rat liver DHFR and Pneumocystis carinii DHFR,B,,,BAO_0000179,BAO_0000019,assay format,COc1ccc(NCc2cnc3nc(N)nc(N)c3c2C)c(OC)c1,,,CHEMBL1128680,J. Med. Chem.,1995,CHEMBL279983,,CHEMBL279983,,False,,84812,=,1,False,=,,Ratio,,,0.68,CHEMBL2097173,Pneumocystis carinii,Dihydrofolate reductase; P. carinii vs rat,4754.0,,,Ratio,,,,0.68,,,,,
1115,56,,36920,[],CHEMBL762168,"Activity against P388 leukemia cells in mice, by intraperitoneal dosing and net log tumor cell kill was reported",F,,,BAO_0000181,BAO_0000219,cell-based format,Cl.O=C1c2c(O)ccc(O)c2-c2nn(CCO)c3ccc(NCCNCCO)c1c23,,,CHEMBL1123657,J. Med. Chem.,1987,CHEMBL543272,,CHEMBL1192090,,False,,35217,=,1,False,=,,Activity,,,6.8,CHEMBL389,Mus musculus,P388,10090.0,,,Activity,,,,6.8,,,,,
